"from","to","distance","flow","year","popFrom","popTo","year.1"
"Brazil","Chile",3263.9546339556,0,"1986",32539344,1150000,"1986"
"Chile","Chile",0,0,"1986",1150000,1150000,"1986"
"Colombia","Chile",4348.83354270014,0,"1986",2440000,1150000,"1986"
"Ecuador","Chile",3824.43442207705,0,"1986",1842500,1150000,"1986"
"Paraguay","Chile",1812.53392353318,0,"1986",1507777,1150000,"1986"
"Peru","Chile",2907.26314858048,0,"1986",2452600,1150000,"1986"
"Uruguay","Chile",1425.34334919956,0,"1986",195000,1150000,"1986"
"Venezuela","Chile",4731.36564349597,0,"1986",3010730,1150000,"1986"
"Argentina","Colombia",4428.06221883752,0,"1986",4000000,2440000,"1986"
"Bolivia","Colombia",2474.21126193179,0,"1986",1788377,2440000,"1986"
"Brazil","Colombia",2751.42249501054,0,"1986",32539344,2440000,"1986"
"Chile","Colombia",4348.83354270014,0,"1986",1150000,2440000,"1986"
"Colombia","Colombia",0,0,"1986",2440000,2440000,"1986"
"Ecuador","Colombia",840.344466338468,0,"1986",1842500,2440000,"1986"
"Paraguay","Colombia",3415.921941428,0,"1986",1507777,2440000,"1986"
"Peru","Colombia",1462.40463082501,0,"1986",2452600,2440000,"1986"
"Uruguay","Colombia",4461.84126189406,0,"1986",195000,2440000,"1986"
"Venezuela","Colombia",840.85503052881,7487,"1986",3010730,2440000,"1986"
"Argentina","Ecuador",3999.3326249303,0,"1986",4000000,1842500,"1986"
"Bolivia","Ecuador",2272.50983152685,0,"1986",1788377,1842500,"1986"
"Brazil","Ecuador",2984.04262936217,0,"1986",32539344,1842500,"1986"
"Chile","Ecuador",3824.43442207705,0,"1986",1150000,1842500,"1986"
"Colombia","Ecuador",840.344466338468,0,"1986",2440000,1842500,"1986"
"Ecuador","Ecuador",0,0,"1986",1842500,1842500,"1986"
"Paraguay","Ecuador",3250.23740422779,0,"1986",1507777,1842500,"1986"
"Peru","Ecuador",970.593580094301,0,"1986",2452600,1842500,"1986"
"Uruguay","Ecuador",4202.77606287468,0,"1986",195000,1842500,"1986"
"Venezuela","Ecuador",1657.06351856764,0,"1986",3010730,1842500,"1986"
"Argentina","Paraguay",1481.30586680423,0,"1986",4000000,1507777,"1986"
"Bolivia","Paraguay",978.129744567879,0,"1986",1788377,1507777,"1986"
"Brazil","Paraguay",1489.69662074046,32,"1986",32539344,1507777,"1986"
"Chile","Paraguay",1812.53392353318,0,"1986",1150000,1507777,"1986"
"Colombia","Paraguay",3415.921941428,0,"1986",2440000,1507777,"1986"
"Ecuador","Paraguay",3250.23740422779,0,"1986",1842500,1507777,"1986"
"Paraguay","Paraguay",0,0,"1986",1507777,1507777,"1986"
"Peru","Paraguay",2313.14659568562,0,"1986",2452600,1507777,"1986"
"Uruguay","Paraguay",1086.56070082819,0,"1986",195000,1507777,"1986"
"Venezuela","Paraguay",3484.3757151894,0,"1986",3010730,1507777,"1986"
"Argentina","Peru",3042.91337969977,0,"1986",4000000,2452600,"1986"
"Bolivia","Peru",1346.81559926284,0,"1986",1788377,2452600,"1986"
"Brazil","Peru",2335.42519419623,0,"1986",32539344,2452600,"1986"
"Chile","Peru",2907.26314858048,40,"1986",1150000,2452600,"1986"
"Colombia","Peru",1462.40463082501,0,"1986",2440000,2452600,"1986"
"Ecuador","Peru",970.593580094301,0,"1986",1842500,2452600,"1986"
"Paraguay","Peru",2313.14659568562,0,"1986",1507777,2452600,"1986"
"Peru","Peru",0,0,"1986",2452600,2452600,"1986"
"Uruguay","Peru",3235.55515495335,0,"1986",195000,2452600,"1986"
"Venezuela","Peru",2027.07639181003,0,"1986",3010730,2452600,"1986"
"Argentina","Uruguay",886.025785928525,2,"1986",4000000,195000,"1986"
"Bolivia","Uruguay",1988.1166048493,0,"1986",1788377,195000,"1986"
"Brazil","Uruguay",2459.62642648411,0,"1986",32539344,195000,"1986"
"Chile","Uruguay",1425.34334919956,0,"1986",1150000,195000,"1986"
"Colombia","Uruguay",4461.84126189406,0,"1986",2440000,195000,"1986"
"Ecuador","Uruguay",4202.77606287468,0,"1986",1842500,195000,"1986"
"Paraguay","Uruguay",1086.56070082819,0,"1986",1507777,195000,"1986"
"Peru","Uruguay",3235.55515495335,0,"1986",2452600,195000,"1986"
"Uruguay","Uruguay",0,0,"1986",195000,195000,"1986"
"Venezuela","Uruguay",4569.68551328267,0,"1986",3010730,195000,"1986"
"Argentina","Venezuela",4709.22119899415,0,"1986",4000000,3010730,"1986"
"Bolivia","Venezuela",2657.95864060761,0,"1986",1788377,3010730,"1986"
"Brazil","Venezuela",2467.66256692768,0,"1986",32539344,3010730,"1986"
"Chile","Venezuela",4731.36564349597,0,"1986",1150000,3010730,"1986"
"Colombia","Venezuela",840.85503052881,3519,"1986",2440000,3010730,"1986"
"Ecuador","Venezuela",1657.06351856764,0,"1986",1842500,3010730,"1986"
"Paraguay","Venezuela",3484.3757151894,0,"1986",1507777,3010730,"1986"
"Peru","Venezuela",2027.07639181003,0,"1986",2452600,3010730,"1986"
"Uruguay","Venezuela",4569.68551328267,0,"1986",195000,3010730,"1986"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1986",3010730,3010730,"1986"
"Argentina","Argentina",0,0,"1987",3700000,3700000,"1987"
"Bolivia","Argentina",2056.02752105864,0,"1987",1902263,3700000,"1987"
"Brazil","Argentina",2970.62008811255,0,"1987",32479680,3700000,"1987"
"Chile","Argentina",549.236062178285,5600,"1987",1300000,3700000,"1987"
"Colombia","Argentina",4428.06221883752,0,"1987",2511000,3700000,"1987"
"Ecuador","Argentina",3999.3326249303,0,"1987",1620100,3700000,"1987"
"Paraguay","Argentina",1481.30586680423,0,"1987",1809374,3700000,"1987"
"Peru","Argentina",3042.91337969977,0,"1987",2222300,3700000,"1987"
"Uruguay","Argentina",886.025785928525,0,"1987",220000,3700000,"1987"
"Venezuela","Argentina",4709.22119899415,0,"1987",3186580,3700000,"1987"
"Argentina","Bolivia",2056.02752105864,64,"1987",3700000,1902263,"1987"
"Bolivia","Bolivia",0,0,"1987",1902263,1902263,"1987"
"Brazil","Bolivia",1406.69570016608,0,"1987",32479680,1902263,"1987"
"Chile","Bolivia",2150.12404536596,0,"1987",1300000,1902263,"1987"
"Colombia","Bolivia",2474.21126193179,0,"1987",2511000,1902263,"1987"
"Ecuador","Bolivia",2272.50983152685,0,"1987",1620100,1902263,"1987"
"Paraguay","Bolivia",978.129744567879,0,"1987",1809374,1902263,"1987"
"Peru","Bolivia",1346.81559926284,0,"1987",2222300,1902263,"1987"
"Uruguay","Bolivia",1988.1166048493,0,"1987",220000,1902263,"1987"
"Venezuela","Bolivia",2657.95864060761,0,"1987",3186580,1902263,"1987"
"Argentina","Brazil",2970.62008811255,13,"1987",3700000,32479680,"1987"
"Bolivia","Brazil",1406.69570016608,0,"1987",1902263,32479680,"1987"
"Brazil","Brazil",9.50453877449036e-05,0,"1987",32479680,32479680,"1987"
"Chile","Brazil",3263.9546339556,0,"1987",1300000,32479680,"1987"
"Colombia","Brazil",2751.42249501054,0,"1987",2511000,32479680,"1987"
"Ecuador","Brazil",2984.04262936217,0,"1987",1620100,32479680,"1987"
"Paraguay","Brazil",1489.69662074046,0,"1987",1809374,32479680,"1987"
"Peru","Brazil",2335.42519419623,0,"1987",2222300,32479680,"1987"
"Uruguay","Brazil",2459.62642648411,0,"1987",220000,32479680,"1987"
"Venezuela","Brazil",2467.66256692768,0,"1987",3186580,32479680,"1987"
"Argentina","Chile",549.236062178285,0,"1987",3700000,1300000,"1987"
"Bolivia","Chile",2150.12404536596,0,"1987",1902263,1300000,"1987"
"Brazil","Chile",3263.9546339556,0,"1987",32479680,1300000,"1987"
"Chile","Chile",0,0,"1987",1300000,1300000,"1987"
"Colombia","Chile",4348.83354270014,0,"1987",2511000,1300000,"1987"
"Ecuador","Chile",3824.43442207705,0,"1987",1620100,1300000,"1987"
"Paraguay","Chile",1812.53392353318,0,"1987",1809374,1300000,"1987"
"Peru","Chile",2907.26314858048,0,"1987",2222300,1300000,"1987"
"Uruguay","Chile",1425.34334919956,0,"1987",220000,1300000,"1987"
"Venezuela","Chile",4731.36564349597,0,"1987",3186580,1300000,"1987"
"Argentina","Colombia",4428.06221883752,0,"1987",3700000,2511000,"1987"
"Bolivia","Colombia",2474.21126193179,0,"1987",1902263,2511000,"1987"
"Brazil","Colombia",2751.42249501054,0,"1987",32479680,2511000,"1987"
"Chile","Colombia",4348.83354270014,0,"1987",1300000,2511000,"1987"
"Colombia","Colombia",0,0,"1987",2511000,2511000,"1987"
"Ecuador","Colombia",840.344466338468,0,"1987",1620100,2511000,"1987"
"Paraguay","Colombia",3415.921941428,0,"1987",1809374,2511000,"1987"
"Peru","Colombia",1462.40463082501,0,"1987",2222300,2511000,"1987"
"Uruguay","Colombia",4461.84126189406,0,"1987",220000,2511000,"1987"
"Venezuela","Colombia",840.85503052881,34,"1987",3186580,2511000,"1987"
"Argentina","Ecuador",3999.3326249303,0,"1987",3700000,1620100,"1987"
"Bolivia","Ecuador",2272.50983152685,0,"1987",1902263,1620100,"1987"
"Brazil","Ecuador",2984.04262936217,0,"1987",32479680,1620100,"1987"
"Chile","Ecuador",3824.43442207705,0,"1987",1300000,1620100,"1987"
"Colombia","Ecuador",840.344466338468,0,"1987",2511000,1620100,"1987"
"Ecuador","Ecuador",0,0,"1987",1620100,1620100,"1987"
"Paraguay","Ecuador",3250.23740422779,0,"1987",1809374,1620100,"1987"
"Peru","Ecuador",970.593580094301,0,"1987",2222300,1620100,"1987"
"Uruguay","Ecuador",4202.77606287468,0,"1987",220000,1620100,"1987"
"Venezuela","Ecuador",1657.06351856764,0,"1987",3186580,1620100,"1987"
"Argentina","Paraguay",1481.30586680423,0,"1987",3700000,1809374,"1987"
"Bolivia","Paraguay",978.129744567879,0,"1987",1902263,1809374,"1987"
"Brazil","Paraguay",1489.69662074046,293,"1987",32479680,1809374,"1987"
"Chile","Paraguay",1812.53392353318,0,"1987",1300000,1809374,"1987"
"Colombia","Paraguay",3415.921941428,0,"1987",2511000,1809374,"1987"
"Ecuador","Paraguay",3250.23740422779,0,"1987",1620100,1809374,"1987"
"Paraguay","Paraguay",0,0,"1987",1809374,1809374,"1987"
"Peru","Paraguay",2313.14659568562,0,"1987",2222300,1809374,"1987"
"Uruguay","Paraguay",1086.56070082819,0,"1987",220000,1809374,"1987"
"Venezuela","Paraguay",3484.3757151894,0,"1987",3186580,1809374,"1987"
"Argentina","Peru",3042.91337969977,0,"1987",3700000,2222300,"1987"
"Bolivia","Peru",1346.81559926284,0,"1987",1902263,2222300,"1987"
"Brazil","Peru",2335.42519419623,0,"1987",32479680,2222300,"1987"
"Chile","Peru",2907.26314858048,0,"1987",1300000,2222300,"1987"
"Colombia","Peru",1462.40463082501,0,"1987",2511000,2222300,"1987"
"Ecuador","Peru",970.593580094301,0,"1987",1620100,2222300,"1987"
"Paraguay","Peru",2313.14659568562,0,"1987",1809374,2222300,"1987"
"Peru","Peru",0,0,"1987",2222300,2222300,"1987"
"Uruguay","Peru",3235.55515495335,0,"1987",220000,2222300,"1987"
"Venezuela","Peru",2027.07639181003,0,"1987",3186580,2222300,"1987"
"Argentina","Uruguay",886.025785928525,0,"1987",3700000,220000,"1987"
"Bolivia","Uruguay",1988.1166048493,0,"1987",1902263,220000,"1987"
"Brazil","Uruguay",2459.62642648411,0,"1987",32479680,220000,"1987"
"Chile","Uruguay",1425.34334919956,0,"1987",1300000,220000,"1987"
"Colombia","Uruguay",4461.84126189406,0,"1987",2511000,220000,"1987"
"Ecuador","Uruguay",4202.77606287468,0,"1987",1620100,220000,"1987"
"Paraguay","Uruguay",1086.56070082819,0,"1987",1809374,220000,"1987"
"Peru","Uruguay",3235.55515495335,0,"1987",2222300,220000,"1987"
"Uruguay","Uruguay",0,0,"1987",220000,220000,"1987"
"Venezuela","Uruguay",4569.68551328267,0,"1987",3186580,220000,"1987"
"Argentina","Venezuela",4709.22119899415,0,"1987",3700000,3186580,"1987"
"Bolivia","Venezuela",2657.95864060761,0,"1987",1902263,3186580,"1987"
"Brazil","Venezuela",2467.66256692768,0,"1987",32479680,3186580,"1987"
"Chile","Venezuela",4731.36564349597,0,"1987",1300000,3186580,"1987"
"Colombia","Venezuela",840.85503052881,0,"1987",2511000,3186580,"1987"
"Ecuador","Venezuela",1657.06351856764,0,"1987",1620100,3186580,"1987"
"Paraguay","Venezuela",3484.3757151894,0,"1987",1809374,3186580,"1987"
"Peru","Venezuela",2027.07639181003,0,"1987",2222300,3186580,"1987"
"Uruguay","Venezuela",4569.68551328267,0,"1987",220000,3186580,"1987"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1987",3186580,3186580,"1987"
"Argentina","Argentina",0,0,"1988",3341652,3341652,"1988"
"Bolivia","Argentina",2056.02752105864,0,"1988",2019088,3341652,"1988"
"Brazil","Argentina",2970.62008811255,0,"1988",32120896,3341652,"1988"
"Chile","Argentina",549.236062178285,0,"1988",1360000,3341652,"1988"
"Colombia","Argentina",4428.06221883752,0,"1988",2580000,3341652,"1988"
"Ecuador","Argentina",3999.3326249303,0,"1988",1922400,3341652,"1988"
"Paraguay","Argentina",1481.30586680423,0,"1988",2107936,3341652,"1988"
"Peru","Argentina",3042.91337969977,0,"1988",2376200,3341652,"1988"
"Uruguay","Argentina",886.025785928525,0,"1988",215000,3341652,"1988"
"Venezuela","Argentina",4709.22119899415,0,"1988",3349230,3341652,"1988"
"Argentina","Bolivia",2056.02752105864,0,"1988",3341652,2019088,"1988"
"Bolivia","Bolivia",0,0,"1988",2019088,2019088,"1988"
"Brazil","Bolivia",1406.69570016608,0,"1988",32120896,2019088,"1988"
"Chile","Bolivia",2150.12404536596,58,"1988",1360000,2019088,"1988"
"Colombia","Bolivia",2474.21126193179,0,"1988",2580000,2019088,"1988"
"Ecuador","Bolivia",2272.50983152685,0,"1988",1922400,2019088,"1988"
"Paraguay","Bolivia",978.129744567879,0,"1988",2107936,2019088,"1988"
"Peru","Bolivia",1346.81559926284,0,"1988",2376200,2019088,"1988"
"Uruguay","Bolivia",1988.1166048493,0,"1988",215000,2019088,"1988"
"Venezuela","Bolivia",2657.95864060761,0,"1988",3349230,2019088,"1988"
"Argentina","Brazil",2970.62008811255,13,"1988",3341652,32120896,"1988"
"Bolivia","Brazil",1406.69570016608,0,"1988",2019088,32120896,"1988"
"Brazil","Brazil",9.50453877449036e-05,0,"1988",32120896,32120896,"1988"
"Chile","Brazil",3263.9546339556,0,"1988",1360000,32120896,"1988"
"Colombia","Brazil",2751.42249501054,0,"1988",2580000,32120896,"1988"
"Ecuador","Brazil",2984.04262936217,0,"1988",1922400,32120896,"1988"
"Paraguay","Brazil",1489.69662074046,0,"1988",2107936,32120896,"1988"
"Peru","Brazil",2335.42519419623,0,"1988",2376200,32120896,"1988"
"Uruguay","Brazil",2459.62642648411,0,"1988",215000,32120896,"1988"
"Venezuela","Brazil",2467.66256692768,0,"1988",3349230,32120896,"1988"
"Argentina","Chile",549.236062178285,0,"1988",3341652,1360000,"1988"
"Bolivia","Chile",2150.12404536596,0,"1988",2019088,1360000,"1988"
"Brazil","Chile",3263.9546339556,0,"1988",32120896,1360000,"1988"
"Chile","Chile",0,0,"1988",1360000,1360000,"1988"
"Colombia","Chile",4348.83354270014,0,"1988",2580000,1360000,"1988"
"Ecuador","Chile",3824.43442207705,0,"1988",1922400,1360000,"1988"
"Paraguay","Chile",1812.53392353318,0,"1988",2107936,1360000,"1988"
"Peru","Chile",2907.26314858048,0,"1988",2376200,1360000,"1988"
"Uruguay","Chile",1425.34334919956,0,"1988",215000,1360000,"1988"
"Venezuela","Chile",4731.36564349597,0,"1988",3349230,1360000,"1988"
"Argentina","Colombia",4428.06221883752,0,"1988",3341652,2580000,"1988"
"Bolivia","Colombia",2474.21126193179,0,"1988",2019088,2580000,"1988"
"Brazil","Colombia",2751.42249501054,0,"1988",32120896,2580000,"1988"
"Chile","Colombia",4348.83354270014,0,"1988",1360000,2580000,"1988"
"Colombia","Colombia",0,0,"1988",2580000,2580000,"1988"
"Ecuador","Colombia",840.344466338468,0,"1988",1922400,2580000,"1988"
"Paraguay","Colombia",3415.921941428,0,"1988",2107936,2580000,"1988"
"Peru","Colombia",1462.40463082501,0,"1988",2376200,2580000,"1988"
"Uruguay","Colombia",4461.84126189406,0,"1988",215000,2580000,"1988"
"Venezuela","Colombia",840.85503052881,0,"1988",3349230,2580000,"1988"
"Argentina","Ecuador",3999.3326249303,0,"1988",3341652,1922400,"1988"
"Bolivia","Ecuador",2272.50983152685,0,"1988",2019088,1922400,"1988"
"Brazil","Ecuador",2984.04262936217,0,"1988",32120896,1922400,"1988"
"Chile","Ecuador",3824.43442207705,100,"1988",1360000,1922400,"1988"
"Colombia","Ecuador",840.344466338468,0,"1988",2580000,1922400,"1988"
"Ecuador","Ecuador",0,0,"1988",1922400,1922400,"1988"
"Paraguay","Ecuador",3250.23740422779,0,"1988",2107936,1922400,"1988"
"Peru","Ecuador",970.593580094301,0,"1988",2376200,1922400,"1988"
"Uruguay","Ecuador",4202.77606287468,0,"1988",215000,1922400,"1988"
"Venezuela","Ecuador",1657.06351856764,0,"1988",3349230,1922400,"1988"
"Argentina","Paraguay",1481.30586680423,0,"1988",3341652,2107936,"1988"
"Bolivia","Paraguay",978.129744567879,0,"1988",2019088,2107936,"1988"
"Brazil","Paraguay",1489.69662074046,0,"1988",32120896,2107936,"1988"
"Chile","Paraguay",1812.53392353318,0,"1988",1360000,2107936,"1988"
"Colombia","Paraguay",3415.921941428,0,"1988",2580000,2107936,"1988"
"Ecuador","Paraguay",3250.23740422779,0,"1988",1922400,2107936,"1988"
"Paraguay","Paraguay",0,0,"1988",2107936,2107936,"1988"
"Peru","Paraguay",2313.14659568562,0,"1988",2376200,2107936,"1988"
"Uruguay","Paraguay",1086.56070082819,0,"1988",215000,2107936,"1988"
"Venezuela","Paraguay",3484.3757151894,0,"1988",3349230,2107936,"1988"
"Argentina","Peru",3042.91337969977,0,"1988",3341652,2376200,"1988"
"Bolivia","Peru",1346.81559926284,0,"1988",2019088,2376200,"1988"
"Brazil","Peru",2335.42519419623,0,"1988",32120896,2376200,"1988"
"Chile","Peru",2907.26314858048,0,"1988",1360000,2376200,"1988"
"Colombia","Peru",1462.40463082501,0,"1988",2580000,2376200,"1988"
"Ecuador","Peru",970.593580094301,0,"1988",1922400,2376200,"1988"
"Paraguay","Peru",2313.14659568562,0,"1988",2107936,2376200,"1988"
"Peru","Peru",0,0,"1988",2376200,2376200,"1988"
"Uruguay","Peru",3235.55515495335,0,"1988",215000,2376200,"1988"
"Venezuela","Peru",2027.07639181003,0,"1988",3349230,2376200,"1988"
"Argentina","Uruguay",886.025785928525,0,"1988",3341652,215000,"1988"
"Bolivia","Uruguay",1988.1166048493,0,"1988",2019088,215000,"1988"
"Brazil","Uruguay",2459.62642648411,0,"1988",32120896,215000,"1988"
"Chile","Uruguay",1425.34334919956,0,"1988",1360000,215000,"1988"
"Colombia","Uruguay",4461.84126189406,0,"1988",2580000,215000,"1988"
"Ecuador","Uruguay",4202.77606287468,0,"1988",1922400,215000,"1988"
"Paraguay","Uruguay",1086.56070082819,0,"1988",2107936,215000,"1988"
"Peru","Uruguay",3235.55515495335,0,"1988",2376200,215000,"1988"
"Uruguay","Uruguay",0,0,"1988",215000,215000,"1988"
"Venezuela","Uruguay",4569.68551328267,0,"1988",3349230,215000,"1988"
"Argentina","Venezuela",4709.22119899415,0,"1988",3341652,3349230,"1988"
"Bolivia","Venezuela",2657.95864060761,0,"1988",2019088,3349230,"1988"
"Brazil","Venezuela",2467.66256692768,0,"1988",32120896,3349230,"1988"
"Chile","Venezuela",4731.36564349597,0,"1988",1360000,3349230,"1988"
"Colombia","Venezuela",840.85503052881,0,"1988",2580000,3349230,"1988"
"Ecuador","Venezuela",1657.06351856764,0,"1988",1922400,3349230,"1988"
"Paraguay","Venezuela",3484.3757151894,0,"1988",2107936,3349230,"1988"
"Peru","Venezuela",2027.07639181003,0,"1988",2376200,3349230,"1988"
"Uruguay","Venezuela",4569.68551328267,0,"1988",215000,3349230,"1988"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1988",3349230,3349230,"1988"
"Argentina","Argentina",0,0,"1989",2800000,2800000,"1989"
"Bolivia","Argentina",2056.02752105864,0,"1989",2126537,2800000,"1989"
"Brazil","Argentina",2970.62008811255,11,"1989",33015040,2800000,"1989"
"Chile","Argentina",549.236062178285,0,"1989",1056610,2800000,"1989"
"Colombia","Argentina",4428.06221883752,0,"1989",2600000,2800000,"1989"
"Ecuador","Argentina",3999.3326249303,0,"1989",2092100,2800000,"1989"
"Paraguay","Argentina",1481.30586680423,0,"1989",2305239,2800000,"1989"
"Peru","Argentina",3042.91337969977,0,"1989",2434000,2800000,"1989"
"Uruguay","Argentina",886.025785928525,0,"1989",215000,2800000,"1989"
"Venezuela","Argentina",4709.22119899415,0,"1989",3052660,2800000,"1989"
"Argentina","Bolivia",2056.02752105864,0,"1989",2800000,2126537,"1989"
"Bolivia","Bolivia",0,0,"1989",2126537,2126537,"1989"
"Brazil","Bolivia",1406.69570016608,0,"1989",33015040,2126537,"1989"
"Chile","Bolivia",2150.12404536596,0,"1989",1056610,2126537,"1989"
"Colombia","Bolivia",2474.21126193179,0,"1989",2600000,2126537,"1989"
"Ecuador","Bolivia",2272.50983152685,0,"1989",2092100,2126537,"1989"
"Paraguay","Bolivia",978.129744567879,0,"1989",2305239,2126537,"1989"
"Peru","Bolivia",1346.81559926284,61,"1989",2434000,2126537,"1989"
"Uruguay","Bolivia",1988.1166048493,0,"1989",215000,2126537,"1989"
"Venezuela","Bolivia",2657.95864060761,0,"1989",3052660,2126537,"1989"
"Argentina","Brazil",2970.62008811255,0,"1989",2800000,33015040,"1989"
"Bolivia","Brazil",1406.69570016608,0,"1989",2126537,33015040,"1989"
"Brazil","Brazil",9.50453877449036e-05,0,"1989",33015040,33015040,"1989"
"Chile","Brazil",3263.9546339556,0,"1989",1056610,33015040,"1989"
"Colombia","Brazil",2751.42249501054,0,"1989",2600000,33015040,"1989"
"Ecuador","Brazil",2984.04262936217,0,"1989",2092100,33015040,"1989"
"Paraguay","Brazil",1489.69662074046,0,"1989",2305239,33015040,"1989"
"Peru","Brazil",2335.42519419623,0,"1989",2434000,33015040,"1989"
"Uruguay","Brazil",2459.62642648411,0,"1989",215000,33015040,"1989"
"Venezuela","Brazil",2467.66256692768,0,"1989",3052660,33015040,"1989"
"Argentina","Chile",549.236062178285,0,"1989",2800000,1056610,"1989"
"Bolivia","Chile",2150.12404536596,0,"1989",2126537,1056610,"1989"
"Brazil","Chile",3263.9546339556,0,"1989",33015040,1056610,"1989"
"Chile","Chile",0,0,"1989",1056610,1056610,"1989"
"Colombia","Chile",4348.83354270014,0,"1989",2600000,1056610,"1989"
"Ecuador","Chile",3824.43442207705,0,"1989",2092100,1056610,"1989"
"Paraguay","Chile",1812.53392353318,0,"1989",2305239,1056610,"1989"
"Peru","Chile",2907.26314858048,0,"1989",2434000,1056610,"1989"
"Uruguay","Chile",1425.34334919956,0,"1989",215000,1056610,"1989"
"Venezuela","Chile",4731.36564349597,0,"1989",3052660,1056610,"1989"
"Argentina","Colombia",4428.06221883752,0,"1989",2800000,2600000,"1989"
"Bolivia","Colombia",2474.21126193179,0,"1989",2126537,2600000,"1989"
"Brazil","Colombia",2751.42249501054,0,"1989",33015040,2600000,"1989"
"Chile","Colombia",4348.83354270014,0,"1989",1056610,2600000,"1989"
"Colombia","Colombia",0,0,"1989",2600000,2600000,"1989"
"Ecuador","Colombia",840.344466338468,0,"1989",2092100,2600000,"1989"
"Paraguay","Colombia",3415.921941428,0,"1989",2305239,2600000,"1989"
"Peru","Colombia",1462.40463082501,0,"1989",2434000,2600000,"1989"
"Uruguay","Colombia",4461.84126189406,0,"1989",215000,2600000,"1989"
"Venezuela","Colombia",840.85503052881,153126,"1989",3052660,2600000,"1989"
"Argentina","Ecuador",3999.3326249303,0,"1989",2800000,2092100,"1989"
"Bolivia","Ecuador",2272.50983152685,0,"1989",2126537,2092100,"1989"
"Brazil","Ecuador",2984.04262936217,0,"1989",33015040,2092100,"1989"
"Chile","Ecuador",3824.43442207705,0,"1989",1056610,2092100,"1989"
"Colombia","Ecuador",840.344466338468,0,"1989",2600000,2092100,"1989"
"Ecuador","Ecuador",0,0,"1989",2092100,2092100,"1989"
"Paraguay","Ecuador",3250.23740422779,0,"1989",2305239,2092100,"1989"
"Peru","Ecuador",970.593580094301,0,"1989",2434000,2092100,"1989"
"Uruguay","Ecuador",4202.77606287468,0,"1989",215000,2092100,"1989"
"Venezuela","Ecuador",1657.06351856764,147,"1989",3052660,2092100,"1989"
"Argentina","Paraguay",1481.30586680423,0,"1989",2800000,2305239,"1989"
"Bolivia","Paraguay",978.129744567879,0,"1989",2126537,2305239,"1989"
"Brazil","Paraguay",1489.69662074046,0,"1989",33015040,2305239,"1989"
"Chile","Paraguay",1812.53392353318,0,"1989",1056610,2305239,"1989"
"Colombia","Paraguay",3415.921941428,0,"1989",2600000,2305239,"1989"
"Ecuador","Paraguay",3250.23740422779,0,"1989",2092100,2305239,"1989"
"Paraguay","Paraguay",0,0,"1989",2305239,2305239,"1989"
"Peru","Paraguay",2313.14659568562,0,"1989",2434000,2305239,"1989"
