"from","to","distance","flow","year","popFrom","popTo","year.1"
"Bolivia","Colombia",2474.21126193179,0,"1986",5055183,23593280,"1986"
"Brazil","Colombia",2751.42249501054,0,"1986",132221568,23593280,"1986"
"Chile","Colombia",4348.83354270014,252,"1986",3220000,23593280,"1986"
"Colombia","Colombia",0,0,"1986",23593280,23593280,"1986"
"Ecuador","Colombia",840.344466338468,0,"1986",3764800,23593280,"1986"
"Paraguay","Colombia",3415.921941428,0,"1986",7150815,23593280,"1986"
"Peru","Colombia",1462.40463082501,0,"1986",4171700,23593280,"1986"
"Uruguay","Colombia",4461.84126189406,0,"1986",9300479,23593280,"1986"
"Venezuela","Colombia",840.85503052881,0,"1986",12330771,23593280,"1986"
"Argentina","Ecuador",3999.3326249303,0,"1986",52537008,3764800,"1986"
"Bolivia","Ecuador",2272.50983152685,0,"1986",5055183,3764800,"1986"
"Brazil","Ecuador",2984.04262936217,0,"1986",132221568,3764800,"1986"
"Chile","Ecuador",3824.43442207705,0,"1986",3220000,3764800,"1986"
"Colombia","Ecuador",840.344466338468,0,"1986",23593280,3764800,"1986"
"Ecuador","Ecuador",0,0,"1986",3764800,3764800,"1986"
"Paraguay","Ecuador",3250.23740422779,0,"1986",7150815,3764800,"1986"
"Peru","Ecuador",970.593580094301,0,"1986",4171700,3764800,"1986"
"Uruguay","Ecuador",4202.77606287468,0,"1986",9300479,3764800,"1986"
"Venezuela","Ecuador",1657.06351856764,0,"1986",12330771,3764800,"1986"
"Argentina","Paraguay",1481.30586680423,504,"1986",52537008,7150815,"1986"
"Bolivia","Paraguay",978.129744567879,0,"1986",5055183,7150815,"1986"
"Brazil","Paraguay",1489.69662074046,34,"1986",132221568,7150815,"1986"
"Chile","Paraguay",1812.53392353318,0,"1986",3220000,7150815,"1986"
"Colombia","Paraguay",3415.921941428,0,"1986",23593280,7150815,"1986"
"Ecuador","Paraguay",3250.23740422779,0,"1986",3764800,7150815,"1986"
"Paraguay","Paraguay",0,0,"1986",7150815,7150815,"1986"
"Peru","Paraguay",2313.14659568562,0,"1986",4171700,7150815,"1986"
"Uruguay","Paraguay",1086.56070082819,568,"1986",9300479,7150815,"1986"
"Venezuela","Paraguay",3484.3757151894,0,"1986",12330771,7150815,"1986"
"Argentina","Peru",3042.91337969977,585,"1986",52537008,4171700,"1986"
"Bolivia","Peru",1346.81559926284,0,"1986",5055183,4171700,"1986"
"Brazil","Peru",2335.42519419623,0,"1986",132221568,4171700,"1986"
"Chile","Peru",2907.26314858048,0,"1986",3220000,4171700,"1986"
"Colombia","Peru",1462.40463082501,18,"1986",23593280,4171700,"1986"
"Ecuador","Peru",970.593580094301,0,"1986",3764800,4171700,"1986"
"Paraguay","Peru",2313.14659568562,0,"1986",7150815,4171700,"1986"
"Peru","Peru",0,0,"1986",4171700,4171700,"1986"
"Uruguay","Peru",3235.55515495335,168,"1986",9300479,4171700,"1986"
"Venezuela","Peru",2027.07639181003,0,"1986",12330771,4171700,"1986"
"Argentina","Uruguay",886.025785928525,10,"1986",52537008,9300479,"1986"
"Bolivia","Uruguay",1988.1166048493,0,"1986",5055183,9300479,"1986"
"Brazil","Uruguay",2459.62642648411,0,"1986",132221568,9300479,"1986"
"Chile","Uruguay",1425.34334919956,0,"1986",3220000,9300479,"1986"
"Colombia","Uruguay",4461.84126189406,0,"1986",23593280,9300479,"1986"
"Ecuador","Uruguay",4202.77606287468,0,"1986",3764800,9300479,"1986"
"Paraguay","Uruguay",1086.56070082819,15,"1986",7150815,9300479,"1986"
"Peru","Uruguay",3235.55515495335,0,"1986",4171700,9300479,"1986"
"Uruguay","Uruguay",0,0,"1986",9300479,9300479,"1986"
"Venezuela","Uruguay",4569.68551328267,0,"1986",12330771,9300479,"1986"
"Argentina","Venezuela",4709.22119899415,0,"1986",52537008,12330771,"1986"
"Bolivia","Venezuela",2657.95864060761,0,"1986",5055183,12330771,"1986"
"Brazil","Venezuela",2467.66256692768,0,"1986",132221568,12330771,"1986"
"Chile","Venezuela",4731.36564349597,0,"1986",3220000,12330771,"1986"
"Colombia","Venezuela",840.85503052881,0,"1986",23593280,12330771,"1986"
"Ecuador","Venezuela",1657.06351856764,0,"1986",3764800,12330771,"1986"
"Paraguay","Venezuela",3484.3757151894,0,"1986",7150815,12330771,"1986"
"Peru","Venezuela",2027.07639181003,0,"1986",4171700,12330771,"1986"
"Uruguay","Venezuela",4569.68551328267,0,"1986",9300479,12330771,"1986"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1986",12330771,12330771,"1986"
"Argentina","Argentina",0,0,"1987",50994000,50994000,"1987"
"Bolivia","Argentina",2056.02752105864,0,"1987",5238591,50994000,"1987"
"Brazil","Argentina",2970.62008811255,0,"1987",135720288,50994000,"1987"
"Chile","Argentina",549.236062178285,0,"1987",3371000,50994000,"1987"
"Colombia","Argentina",4428.06221883752,0,"1987",23971200,50994000,"1987"
"Ecuador","Argentina",3999.3326249303,0,"1987",3884100,50994000,"1987"
"Paraguay","Argentina",1481.30586680423,0,"1987",7374269,50994000,"1987"
"Peru","Argentina",3042.91337969977,0,"1987",4161100,50994000,"1987"
"Uruguay","Argentina",886.025785928525,23,"1987",9945313,50994000,"1987"
"Venezuela","Argentina",4709.22119899415,0,"1987",12640800,50994000,"1987"
"Argentina","Bolivia",2056.02752105864,455,"1987",50994000,5238591,"1987"
"Bolivia","Bolivia",0,0,"1987",5238591,5238591,"1987"
"Brazil","Bolivia",1406.69570016608,0,"1987",135720288,5238591,"1987"
"Chile","Bolivia",2150.12404536596,0,"1987",3371000,5238591,"1987"
"Colombia","Bolivia",2474.21126193179,0,"1987",23971200,5238591,"1987"
"Ecuador","Bolivia",2272.50983152685,0,"1987",3884100,5238591,"1987"
"Paraguay","Bolivia",978.129744567879,0,"1987",7374269,5238591,"1987"
"Peru","Bolivia",1346.81559926284,0,"1987",4161100,5238591,"1987"
"Uruguay","Bolivia",1988.1166048493,322,"1987",9945313,5238591,"1987"
"Venezuela","Bolivia",2657.95864060761,0,"1987",12640800,5238591,"1987"
"Argentina","Brazil",2970.62008811255,94,"1987",50994000,135720288,"1987"
"Bolivia","Brazil",1406.69570016608,16550,"1987",5238591,135720288,"1987"
"Brazil","Brazil",9.50453877449036e-05,0,"1987",135720288,135720288,"1987"
"Chile","Brazil",3263.9546339556,0,"1987",3371000,135720288,"1987"
"Colombia","Brazil",2751.42249501054,0,"1987",23971200,135720288,"1987"
"Ecuador","Brazil",2984.04262936217,0,"1987",3884100,135720288,"1987"
"Paraguay","Brazil",1489.69662074046,3483,"1987",7374269,135720288,"1987"
"Peru","Brazil",2335.42519419623,0,"1987",4161100,135720288,"1987"
"Uruguay","Brazil",2459.62642648411,502,"1987",9945313,135720288,"1987"
"Venezuela","Brazil",2467.66256692768,0,"1987",12640800,135720288,"1987"
"Argentina","Chile",549.236062178285,0,"1987",50994000,3371000,"1987"
"Bolivia","Chile",2150.12404536596,0,"1987",5238591,3371000,"1987"
"Brazil","Chile",3263.9546339556,0,"1987",135720288,3371000,"1987"
"Chile","Chile",0,0,"1987",3371000,3371000,"1987"
"Colombia","Chile",4348.83354270014,0,"1987",23971200,3371000,"1987"
"Ecuador","Chile",3824.43442207705,0,"1987",3884100,3371000,"1987"
"Paraguay","Chile",1812.53392353318,0,"1987",7374269,3371000,"1987"
"Peru","Chile",2907.26314858048,0,"1987",4161100,3371000,"1987"
"Uruguay","Chile",1425.34334919956,0,"1987",9945313,3371000,"1987"
"Venezuela","Chile",4731.36564349597,0,"1987",12640800,3371000,"1987"
"Argentina","Colombia",4428.06221883752,0,"1987",50994000,23971200,"1987"
"Bolivia","Colombia",2474.21126193179,0,"1987",5238591,23971200,"1987"
"Brazil","Colombia",2751.42249501054,0,"1987",135720288,23971200,"1987"
"Chile","Colombia",4348.83354270014,75,"1987",3371000,23971200,"1987"
"Colombia","Colombia",0,0,"1987",23971200,23971200,"1987"
"Ecuador","Colombia",840.344466338468,0,"1987",3884100,23971200,"1987"
"Paraguay","Colombia",3415.921941428,0,"1987",7374269,23971200,"1987"
"Peru","Colombia",1462.40463082501,0,"1987",4161100,23971200,"1987"
"Uruguay","Colombia",4461.84126189406,0,"1987",9945313,23971200,"1987"
"Venezuela","Colombia",840.85503052881,0,"1987",12640800,23971200,"1987"
"Argentina","Ecuador",3999.3326249303,0,"1987",50994000,3884100,"1987"
"Bolivia","Ecuador",2272.50983152685,0,"1987",5238591,3884100,"1987"
"Brazil","Ecuador",2984.04262936217,0,"1987",135720288,3884100,"1987"
"Chile","Ecuador",3824.43442207705,0,"1987",3371000,3884100,"1987"
"Colombia","Ecuador",840.344466338468,6,"1987",23971200,3884100,"1987"
"Ecuador","Ecuador",0,0,"1987",3884100,3884100,"1987"
"Paraguay","Ecuador",3250.23740422779,0,"1987",7374269,3884100,"1987"
"Peru","Ecuador",970.593580094301,0,"1987",4161100,3884100,"1987"
"Uruguay","Ecuador",4202.77606287468,0,"1987",9945313,3884100,"1987"
"Venezuela","Ecuador",1657.06351856764,0,"1987",12640800,3884100,"1987"
"Argentina","Paraguay",1481.30586680423,34,"1987",50994000,7374269,"1987"
"Bolivia","Paraguay",978.129744567879,0,"1987",5238591,7374269,"1987"
"Brazil","Paraguay",1489.69662074046,0,"1987",135720288,7374269,"1987"
"Chile","Paraguay",1812.53392353318,0,"1987",3371000,7374269,"1987"
"Colombia","Paraguay",3415.921941428,0,"1987",23971200,7374269,"1987"
"Ecuador","Paraguay",3250.23740422779,0,"1987",3884100,7374269,"1987"
"Paraguay","Paraguay",0,0,"1987",7374269,7374269,"1987"
"Peru","Paraguay",2313.14659568562,0,"1987",4161100,7374269,"1987"
"Uruguay","Paraguay",1086.56070082819,308,"1987",9945313,7374269,"1987"
"Venezuela","Paraguay",3484.3757151894,0,"1987",12640800,7374269,"1987"
"Argentina","Peru",3042.91337969977,710,"1987",50994000,4161100,"1987"
"Bolivia","Peru",1346.81559926284,0,"1987",5238591,4161100,"1987"
"Brazil","Peru",2335.42519419623,1450,"1987",135720288,4161100,"1987"
"Chile","Peru",2907.26314858048,230,"1987",3371000,4161100,"1987"
"Colombia","Peru",1462.40463082501,0,"1987",23971200,4161100,"1987"
"Ecuador","Peru",970.593580094301,0,"1987",3884100,4161100,"1987"
"Paraguay","Peru",2313.14659568562,0,"1987",7374269,4161100,"1987"
"Peru","Peru",0,0,"1987",4161100,4161100,"1987"
"Uruguay","Peru",3235.55515495335,0,"1987",9945313,4161100,"1987"
"Venezuela","Peru",2027.07639181003,0,"1987",12640800,4161100,"1987"
"Argentina","Uruguay",886.025785928525,23,"1987",50994000,9945313,"1987"
"Bolivia","Uruguay",1988.1166048493,0,"1987",5238591,9945313,"1987"
"Brazil","Uruguay",2459.62642648411,15,"1987",135720288,9945313,"1987"
"Chile","Uruguay",1425.34334919956,0,"1987",3371000,9945313,"1987"
"Colombia","Uruguay",4461.84126189406,0,"1987",23971200,9945313,"1987"
"Ecuador","Uruguay",4202.77606287468,0,"1987",3884100,9945313,"1987"
"Paraguay","Uruguay",1086.56070082819,0,"1987",7374269,9945313,"1987"
"Peru","Uruguay",3235.55515495335,0,"1987",4161100,9945313,"1987"
"Uruguay","Uruguay",0,0,"1987",9945313,9945313,"1987"
"Venezuela","Uruguay",4569.68551328267,0,"1987",12640800,9945313,"1987"
"Argentina","Venezuela",4709.22119899415,0,"1987",50994000,12640800,"1987"
"Bolivia","Venezuela",2657.95864060761,0,"1987",5238591,12640800,"1987"
"Brazil","Venezuela",2467.66256692768,0,"1987",135720288,12640800,"1987"
"Chile","Venezuela",4731.36564349597,0,"1987",3371000,12640800,"1987"
"Colombia","Venezuela",840.85503052881,0,"1987",23971200,12640800,"1987"
"Ecuador","Venezuela",1657.06351856764,0,"1987",3884100,12640800,"1987"
"Paraguay","Venezuela",3484.3757151894,0,"1987",7374269,12640800,"1987"
"Peru","Venezuela",2027.07639181003,0,"1987",4161100,12640800,"1987"
"Uruguay","Venezuela",4569.68551328267,0,"1987",9945313,12640800,"1987"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1987",12640800,12640800,"1987"
"Argentina","Argentina",0,0,"1988",52257000,52257000,"1988"
"Bolivia","Argentina",2056.02752105864,0,"1988",5401561,52257000,"1988"
"Brazil","Argentina",2970.62008811255,6,"1988",139599104,52257000,"1988"
"Chile","Argentina",549.236062178285,0,"1988",3466000,52257000,"1988"
"Colombia","Argentina",4428.06221883752,0,"1988",24245200,52257000,"1988"
"Ecuador","Argentina",3999.3326249303,0,"1988",3997400,52257000,"1988"
"Paraguay","Argentina",1481.30586680423,4,"1988",7779558,52257000,"1988"
"Peru","Argentina",3042.91337969977,0,"1988",4174300,52257000,"1988"
"Uruguay","Argentina",886.025785928525,1197,"1988",10330911,52257000,"1988"
"Venezuela","Argentina",4709.22119899415,0,"1988",12856400,52257000,"1988"
"Argentina","Bolivia",2056.02752105864,255,"1988",52257000,5401561,"1988"
"Bolivia","Bolivia",0,0,"1988",5401561,5401561,"1988"
"Brazil","Bolivia",1406.69570016608,256,"1988",139599104,5401561,"1988"
"Chile","Bolivia",2150.12404536596,8,"1988",3466000,5401561,"1988"
"Colombia","Bolivia",2474.21126193179,0,"1988",24245200,5401561,"1988"
"Ecuador","Bolivia",2272.50983152685,0,"1988",3997400,5401561,"1988"
"Paraguay","Bolivia",978.129744567879,63,"1988",7779558,5401561,"1988"
"Peru","Bolivia",1346.81559926284,0,"1988",4174300,5401561,"1988"
"Uruguay","Bolivia",1988.1166048493,592,"1988",10330911,5401561,"1988"
"Venezuela","Bolivia",2657.95864060761,0,"1988",12856400,5401561,"1988"
"Argentina","Brazil",2970.62008811255,50,"1988",52257000,139599104,"1988"
"Bolivia","Brazil",1406.69570016608,1097,"1988",5401561,139599104,"1988"
"Brazil","Brazil",9.50453877449036e-05,0,"1988",139599104,139599104,"1988"
"Chile","Brazil",3263.9546339556,0,"1988",3466000,139599104,"1988"
"Colombia","Brazil",2751.42249501054,0,"1988",24245200,139599104,"1988"
"Ecuador","Brazil",2984.04262936217,0,"1988",3997400,139599104,"1988"
"Paraguay","Brazil",1489.69662074046,4,"1988",7779558,139599104,"1988"
"Peru","Brazil",2335.42519419623,0,"1988",4174300,139599104,"1988"
"Uruguay","Brazil",2459.62642648411,3326,"1988",10330911,139599104,"1988"
"Venezuela","Brazil",2467.66256692768,0,"1988",12856400,139599104,"1988"
"Argentina","Chile",549.236062178285,0,"1988",52257000,3466000,"1988"
"Bolivia","Chile",2150.12404536596,0,"1988",5401561,3466000,"1988"
"Brazil","Chile",3263.9546339556,0,"1988",139599104,3466000,"1988"
"Chile","Chile",0,0,"1988",3466000,3466000,"1988"
"Colombia","Chile",4348.83354270014,0,"1988",24245200,3466000,"1988"
"Ecuador","Chile",3824.43442207705,0,"1988",3997400,3466000,"1988"
"Paraguay","Chile",1812.53392353318,0,"1988",7779558,3466000,"1988"
"Peru","Chile",2907.26314858048,0,"1988",4174300,3466000,"1988"
"Uruguay","Chile",1425.34334919956,0,"1988",10330911,3466000,"1988"
"Venezuela","Chile",4731.36564349597,0,"1988",12856400,3466000,"1988"
"Argentina","Colombia",4428.06221883752,0,"1988",52257000,24245200,"1988"
"Bolivia","Colombia",2474.21126193179,0,"1988",5401561,24245200,"1988"
"Brazil","Colombia",2751.42249501054,0,"1988",139599104,24245200,"1988"
"Chile","Colombia",4348.83354270014,23,"1988",3466000,24245200,"1988"
"Colombia","Colombia",0,0,"1988",24245200,24245200,"1988"
"Ecuador","Colombia",840.344466338468,0,"1988",3997400,24245200,"1988"
"Paraguay","Colombia",3415.921941428,0,"1988",7779558,24245200,"1988"
"Peru","Colombia",1462.40463082501,0,"1988",4174300,24245200,"1988"
"Uruguay","Colombia",4461.84126189406,0,"1988",10330911,24245200,"1988"
"Venezuela","Colombia",840.85503052881,0,"1988",12856400,24245200,"1988"
"Argentina","Ecuador",3999.3326249303,0,"1988",52257000,3997400,"1988"
"Bolivia","Ecuador",2272.50983152685,0,"1988",5401561,3997400,"1988"
"Brazil","Ecuador",2984.04262936217,0,"1988",139599104,3997400,"1988"
"Chile","Ecuador",3824.43442207705,0,"1988",3466000,3997400,"1988"
"Colombia","Ecuador",840.344466338468,0,"1988",24245200,3997400,"1988"
"Ecuador","Ecuador",0,0,"1988",3997400,3997400,"1988"
"Paraguay","Ecuador",3250.23740422779,0,"1988",7779558,3997400,"1988"
"Peru","Ecuador",970.593580094301,0,"1988",4174300,3997400,"1988"
"Uruguay","Ecuador",4202.77606287468,0,"1988",10330911,3997400,"1988"
"Venezuela","Ecuador",1657.06351856764,0,"1988",12856400,3997400,"1988"
"Argentina","Paraguay",1481.30586680423,10,"1988",52257000,7779558,"1988"
"Bolivia","Paraguay",978.129744567879,0,"1988",5401561,7779558,"1988"
"Brazil","Paraguay",1489.69662074046,5,"1988",139599104,7779558,"1988"
"Chile","Paraguay",1812.53392353318,0,"1988",3466000,7779558,"1988"
"Colombia","Paraguay",3415.921941428,0,"1988",24245200,7779558,"1988"
"Ecuador","Paraguay",3250.23740422779,0,"1988",3997400,7779558,"1988"
"Paraguay","Paraguay",0,0,"1988",7779558,7779558,"1988"
"Peru","Paraguay",2313.14659568562,0,"1988",4174300,7779558,"1988"
"Uruguay","Paraguay",1086.56070082819,572,"1988",10330911,7779558,"1988"
"Venezuela","Paraguay",3484.3757151894,0,"1988",12856400,7779558,"1988"
"Argentina","Peru",3042.91337969977,226,"1988",52257000,4174300,"1988"
"Bolivia","Peru",1346.81559926284,0,"1988",5401561,4174300,"1988"
"Brazil","Peru",2335.42519419623,2643,"1988",139599104,4174300,"1988"
"Chile","Peru",2907.26314858048,280,"1988",3466000,4174300,"1988"
"Colombia","Peru",1462.40463082501,0,"1988",24245200,4174300,"1988"
"Ecuador","Peru",970.593580094301,0,"1988",3997400,4174300,"1988"
"Paraguay","Peru",2313.14659568562,0,"1988",7779558,4174300,"1988"
"Peru","Peru",0,0,"1988",4174300,4174300,"1988"
"Uruguay","Peru",3235.55515495335,0,"1988",10330911,4174300,"1988"
"Venezuela","Peru",2027.07639181003,0,"1988",12856400,4174300,"1988"
"Argentina","Uruguay",886.025785928525,6,"1988",52257000,10330911,"1988"
"Bolivia","Uruguay",1988.1166048493,0,"1988",5401561,10330911,"1988"
"Brazil","Uruguay",2459.62642648411,71,"1988",139599104,10330911,"1988"
"Chile","Uruguay",1425.34334919956,0,"1988",3466000,10330911,"1988"
"Colombia","Uruguay",4461.84126189406,0,"1988",24245200,10330911,"1988"
"Ecuador","Uruguay",4202.77606287468,0,"1988",3997400,10330911,"1988"
"Paraguay","Uruguay",1086.56070082819,0,"1988",7779558,10330911,"1988"
"Peru","Uruguay",3235.55515495335,0,"1988",4174300,10330911,"1988"
"Uruguay","Uruguay",0,0,"1988",10330911,10330911,"1988"
"Venezuela","Uruguay",4569.68551328267,0,"1988",12856400,10330911,"1988"
"Argentina","Venezuela",4709.22119899415,0,"1988",52257000,12856400,"1988"
"Bolivia","Venezuela",2657.95864060761,0,"1988",5401561,12856400,"1988"
"Brazil","Venezuela",2467.66256692768,0,"1988",139599104,12856400,"1988"
"Chile","Venezuela",4731.36564349597,0,"1988",3466000,12856400,"1988"
"Colombia","Venezuela",840.85503052881,69,"1988",24245200,12856400,"1988"
"Ecuador","Venezuela",1657.06351856764,0,"1988",3997400,12856400,"1988"
"Paraguay","Venezuela",3484.3757151894,0,"1988",7779558,12856400,"1988"
"Peru","Venezuela",2027.07639181003,0,"1988",4174300,12856400,"1988"
"Uruguay","Venezuela",4569.68551328267,0,"1988",10330911,12856400,"1988"
"Venezuela","Venezuela",9.50453877449036e-05,0,"1988",12856400,12856400,"1988"
"Argentina","Argentina",0,0,"1989",52602000,52602000,"1989"
"Bolivia","Argentina",2056.02752105864,0,"1989",5475891,52602000,"1989"
"Brazil","Argentina",2970.62008811255,2,"1989",144154096,52602000,"1989"
"Chile","Argentina",549.236062178285,0,"1989",3465830,52602000,"1989"
"Colombia","Argentina",4428.06221883752,0,"1989",24414896,52602000,"1989"
"Ecuador","Argentina",3999.3326249303,0,"1989",4176600,52602000,"1989"
"Paraguay","Argentina",1481.30586680423,0,"1989",8073625,52602000,"1989"
"Peru","Argentina",3042.91337969977,0,"1989",4233800,52602000,"1989"
"Uruguay","Argentina",886.025785928525,1118,"1989",9446155,52602000,"1989"
"Venezuela","Argentina",4709.22119899415,0,"1989",13075900,52602000,"1989"
"Argentina","Bolivia",2056.02752105864,109,"1989",52602000,5475891,"1989"
"Bolivia","Bolivia",0,0,"1989",5475891,5475891,"1989"
"Brazil","Bolivia",1406.69570016608,977,"1989",144154096,5475891,"1989"
"Chile","Bolivia",2150.12404536596,0,"1989",3465830,5475891,"1989"
"Colombia","Bolivia",2474.21126193179,0,"1989",24414896,5475891,"1989"
"Ecuador","Bolivia",2272.50983152685,0,"1989",4176600,5475891,"1989"
"Paraguay","Bolivia",978.129744567879,42,"1989",8073625,5475891,"1989"
"Peru","Bolivia",1346.81559926284,0,"1989",4233800,5475891,"1989"
"Uruguay","Bolivia",1988.1166048493,166,"1989",9446155,5475891,"1989"
"Venezuela","Bolivia",2657.95864060761,0,"1989",13075900,5475891,"1989"
"Argentina","Brazil",2970.62008811255,403,"1989",52602000,144154096,"1989"
"Bolivia","Brazil",1406.69570016608,26315,"1989",5475891,144154096,"1989"
"Brazil","Brazil",9.50453877449036e-05,0,"1989",144154096,144154096,"1989"
"Chile","Brazil",3263.9546339556,0,"1989",3465830,144154096,"1989"
"Colombia","Brazil",2751.42249501054,0,"1989",24414896,144154096,"1989"
"Ecuador","Brazil",2984.04262936217,0,"1989",4176600,144154096,"1989"
"Paraguay","Brazil",1489.69662074046,0,"1989",8073625,144154096,"1989"
"Peru","Brazil",2335.42519419623,0,"1989",4233800,144154096,"1989"
"Uruguay","Brazil",2459.62642648411,117442,"1989",9446155,144154096,"1989"
"Venezuela","Brazil",2467.66256692768,0,"1989",13075900,144154096,"1989"
"Argentina","Chile",549.236062178285,0,"1989",52602000,3465830,"1989"
"Bolivia","Chile",2150.12404536596,0,"1989",5475891,3465830,"1989"
"Brazil","Chile",3263.9546339556,0,"1989",144154096,3465830,"1989"
"Chile","Chile",0,0,"1989",3465830,3465830,"1989"
"Colombia","Chile",4348.83354270014,0,"1989",24414896,3465830,"1989"
"Ecuador","Chile",3824.43442207705,0,"1989",4176600,3465830,"1989"
"Paraguay","Chile",1812.53392353318,0,"1989",8073625,3465830,"1989"
"Peru","Chile",2907.26314858048,0,"1989",4233800,3465830,"1989"
"Uruguay","Chile",1425.34334919956,0,"1989",9446155,3465830,"1989"
"Venezuela","Chile",4731.36564349597,0,"1989",13075900,3465830,"1989"
"Argentina","Colombia",4428.06221883752,0,"1989",52602000,24414896,"1989"
"Bolivia","Colombia",2474.21126193179,0,"1989",5475891,24414896,"1989"
"Brazil","Colombia",2751.42249501054,0,"1989",144154096,24414896,"1989"
"Chile","Colombia",4348.83354270014,0,"1989",3465830,24414896,"1989"
"Colombia","Colombia",0,0,"1989",24414896,24414896,"1989"
"Ecuador","Colombia",840.344466338468,0,"1989",4176600,24414896,"1989"
"Paraguay","Colombia",3415.921941428,0,"1989",8073625,24414896,"1989"
"Peru","Colombia",1462.40463082501,0,"1989",4233800,24414896,"1989"
"Uruguay","Colombia",4461.84126189406,0,"1989",9446155,24414896,"1989"
"Venezuela","Colombia",840.85503052881,0,"1989",13075900,24414896,"1989"
"Argentina","Ecuador",3999.3326249303,0,"1989",52602000,4176600,"1989"
"Bolivia","Ecuador",2272.50983152685,0,"1989",5475891,4176600,"1989"
"Brazil","Ecuador",2984.04262936217,60,"1989",144154096,4176600,"1989"
"Chile","Ecuador",3824.43442207705,0,"1989",3465830,4176600,"1989"
"Colombia","Ecuador",840.344466338468,0,"1989",24414896,4176600,"1989"
"Ecuador","Ecuador",0,0,"1989",4176600,4176600,"1989"
"Paraguay","Ecuador",3250.23740422779,0,"1989",8073625,4176600,"1989"
"Peru","Ecuador",970.593580094301,0,"1989",4233800,4176600,"1989"
"Uruguay","Ecuador",4202.77606287468,0,"1989",9446155,4176600,"1989"
"Venezuela","Ecuador",1657.06351856764,0,"1989",13075900,4176600,"1989"
"Argentina","Paraguay",1481.30586680423,6,"1989",52602000,8073625,"1989"
"Bolivia","Paraguay",978.129744567879,0,"1989",5475891,8073625,"1989"
"Brazil","Paraguay",1489.69662074046,0,"1989",144154096,8073625,"1989"
"Chile","Paraguay",1812.53392353318,0,"1989",3465830,8073625,"1989"
"Colombia","Paraguay",3415.921941428,0,"1989",24414896,8073625,"1989"
"Ecuador","Paraguay",3250.23740422779,0,"1989",4176600,8073625,"1989"
