FROM	TO	FLUX	YEAR	Cattle	Pigs	Sheep
Argentina	Australia	Import	1986	0	0	5
Argentina	Brazil	Import	1986	1	0	0
Argentina	Canada	Import	1986	29	0	0
Argentina	Chile	Import	1986	0	0	22002
Argentina	France	Import	1986	0	10	0
Argentina	GermanyFr	Import	1986	0	0	4
Argentina	Netherlands	Import	1986	0	12	0
Argentina	Paraguay	Import	1986	6	0	0
Argentina	UnitedStatesofAmerica	Import	1986	31	84	0
Argentina	Uruguay	Import	1986	24	0	33910
Argentina	Australia	Import	1987	0	0	24
Argentina	Canada	Import	1987	69	0	0
Argentina	Chile	Import	1987	0	0	9000
Argentina	France	Import	1987	20	0	0
Argentina	GermanyFr	Import	1987	5	0	0
Argentina	UnitedStatesofAmerica	Import	1987	103	96	0
Argentina	Uruguay	Import	1987	23	0	43
Argentina	Australia	Import	1988	0	0	17
Argentina	Brazil	Import	1988	4	0	0
Argentina	Canada	Import	1988	13	0	0
Argentina	Chile	Import	1988	0	0	30008
Argentina	Colombia	Import	1988	0	0	2458
Argentina	NewZealand	Import	1988	0	0	9
Argentina	Paraguay	Import	1988	4	0	0
Argentina	Peru	Import	1988	0	0	6
Argentina	UnitedStatesofAmerica	Import	1988	39	0	0
Argentina	Uruguay	Import	1988	1156	0	11364
Argentina	Australia	Import	1990	0	0	9
Argentina	Brazil	Import	1990	99	0	0
Argentina	Canada	Import	1990	8	0	0
Argentina	Chile	Import	1990	0	0	32050
Argentina	NewZealand	Import	1990	0	0	2
Argentina	Paraguay	Import	1990	6	0	0
Argentina	UnitedStatesofAmerica	Import	1990	32	5	0
Argentina	Uruguay	Import	1990	18	0	0
Argentina	Australia	Import	1991	0	0	7
Argentina	Brazil	Import	1991	0	367	0
Argentina	Canada	Import	1991	38	0	0
Argentina	Chile	Import	1991	0	72	20324
Argentina	Germany	Import	1991	0	0	6
Argentina	Paraguay	Import	1991	2	0	0
Argentina	UnitedStatesofAmerica	Import	1991	18	0	0
Argentina	Unspecified	Import	1991	0	0	4
Argentina	Uruguay	Import	1991	166	480	0
Argentina	Australia	Import	1992	0	0	6
Argentina	Brazil	Import	1992	2046	2780	0
Argentina	Canada	Import	1992	133	0	0
Argentina	Chile	Import	1992	570	874	19315
Argentina	NewZealand	Import	1992	0	0	9
Argentina	Paraguay	Import	1992	140	0	0
Argentina	UnitedStatesofAmerica	Import	1992	69	0	1
Argentina	Unspecified	Import	1992	9	0	0
Argentina	Uruguay	Import	1992	212420	0	0
Argentina	Australia	Import	1993	0	0	4
Argentina	Brazil	Import	1993	1014	964	0
Argentina	Canada	Import	1993	35	0	0
Argentina	Chile	Import	1993	889	64	0
Argentina	Spain	Import	1993	0	404	0
Argentina	UnitedStatesofAmerica	Import	1993	24	0	0
Argentina	Uruguay	Import	1993	1443	0	2611
Argentina	Australia	Import	1994	0	0	34
Argentina	Canada	Import	1994	47	0	0
Argentina	Chile	Import	1994	2086	1436	27335
Argentina	NewZealand	Import	1994	0	0	1
Argentina	Spain	Import	1994	0	360	0
Argentina	UnitedStatesofAmerica	Import	1994	146	0	0
Argentina	Uruguay	Import	1994	588	0	0
Argentina	Australia	Import	1995	0	0	15
Argentina	Canada	Import	1995	23	0	0
Argentina	Chile	Import	1995	1018	1820	31649
Argentina	Paraguay	Import	1995	110	0	0
Argentina	UnitedStatesofAmerica	Import	1995	16	0	0
Argentina	Uruguay	Import	1995	524	0	2
Argentina	Australia	Import	1996	0	0	1
Argentina	Canada	Import	1996	11	0	0
Argentina	Chile	Import	1996	594	1785	31573
Argentina	Paraguay	Import	1996	31	0	0
Argentina	UnitedStatesofAmerica	Import	1996	48	0	0
Argentina	Uruguay	Import	1996	3	0	7002
Argentina	Canada	Import	1997	25	0	0
Argentina	Chile	Import	1997	705	148	51289
Argentina	NewZealand	Import	1997	0	0	6
Argentina	Paraguay	Import	1997	357	0	0
Argentina	UnitedStatesofAmerica	Import	1997	25	0	0
Argentina	Uruguay	Import	1997	3964	8	85672
Argentina	Brazil	Import	1998	104	68	0
Argentina	Canada	Import	1998	9	0	0
Argentina	Chile	Import	1998	870	1400	2583
Argentina	NewZealand	Import	1998	0	0	145
Argentina	Paraguay	Import	1998	1291	0	0
Argentina	Spain	Import	1998	41	0	0
Argentina	UnitedStatesofAmerica	Import	1998	24	0	0
Argentina	Uruguay	Import	1998	19264	1506	29090
Argentina	Australia	Import	1999	0	0	9
Argentina	Brazil	Import	1999	160	188	0
Argentina	Canada	Import	1999	11	0	0
Argentina	Chile	Import	1999	657	2785	6329
Argentina	NewZealand	Import	1999	0	0	9
Argentina	Paraguay	Import	1999	15	0	0
Argentina	UnitedStatesofAmerica	Import	1999	10	0	0
Argentina	Uruguay	Import	1999	4811	582	14403
Argentina	Canada	Import	2000	8	0	0
Argentina	Chile	Import	2000	64	8	2124
Argentina	UnitedStatesofAmerica	Import	2000	12	0	0
Argentina	Uruguay	Import	2000	6381	0	25433
Argentina	Australia	Import	2001	0	0	4
Argentina	Brazil	Import	2001	0	539	0
Argentina	Canada	Import	2001	6	0	0
Argentina	Chile	Import	2001	1874	332	0
Argentina	NewZealand	Import	2001	0	0	40
Argentina	UnitedStatesofAmerica	Import	2001	17	0	0
Argentina	Uruguay	Import	2001	85	0	13399
Argentina	Australia	Import	2002	0	0	80
Argentina	Brazil	Import	2002	0	582	0
Argentina	Canada	Import	2002	4	0	0
Argentina	NewZealand	Import	2002	0	0	1700
Argentina	UnitedStatesofAmerica	Import	2002	6	0	0
Argentina	Uruguay	Import	2002	4	162	0
Argentina	Australia	Import	2003	0	0	3
Argentina	Brazil	Import	2003	2	182	0
Argentina	Canada	Import	2003	6	0	0
Argentina	Chile	Import	2003	8	0	0
Argentina	UnitedStatesofAmerica	Import	2003	26	0	0
Argentina	Uruguay	Import	2003	94	0	1920
Argentina	Australia	Import	2004	0	0	5
Argentina	Brazil	Import	2004	0	313	0
Argentina	Chile	Import	2004	0	0	96
Argentina	Uruguay	Import	2004	313	212	244
Argentina	Australia	Import	2005	0	0	20
Argentina	Brazil	Import	2005	0	248	0
Argentina	Chile	Import	2005	0	0	3700
Argentina	NewZealand	Import	2005	0	0	6
Argentina	Uruguay	Import	2005	178	0	16
Argentina	Australia	Import	2006	0	0	14
Argentina	NewZealand	Import	2006	0	0	7
Argentina	Uruguay	Import	2006	22	0	29
Argentina	Australia	Import	2007	0	0	2
Argentina	Brazil	Import	2007	0	993	0
Argentina	Uruguay	Import	2007	0	0	6
Argentina	Australia	Import	2008	0	0	66
Argentina	Brazil	Import	2008	0	838	0
Argentina	Uruguay	Import	2008	0	401	9
Argentina	Australia	Import	2009	0	0	11
Argentina	Brazil	Import	2009	0	816	0
Argentina	NewZealand	Import	2009	0	0	7
Argentina	Uruguay	Import	2009	0	0	8
Argentina	Brazil	Export	1986	0	0	7
Argentina	Chile	Export	1986	0	0	72
Argentina	Paraguay	Export	1986	421	0	265
Argentina	Peru	Export	1986	575	0	600
Argentina	Uruguay	Export	1986	9	2	7
Argentina	Bolivia	Export	1987	455	64	205
Argentina	Brazil	Export	1987	94	13	5
Argentina	DemocraticRepublicoftheCongo	Export	1987	4	0	4500
Argentina	Paraguay	Export	1987	34	0	19
Argentina	Peru	Export	1987	436	0	117
Argentina	Uruguay	Export	1987	23	0	45
Argentina	Bolivia	Export	1988	25	0	520
Argentina	Brazil	Export	1988	28	0	206
Argentina	Paraguay	Export	1988	10	0	0
Argentina	Peru	Export	1988	226	0	0
Argentina	Uruguay	Export	1988	6	0	2
Argentina	Bolivia	Export	1989	51	0	0
Argentina	Brazil	Export	1989	403	0	115
Argentina	Chile	Export	1989	0	0	2
Argentina	Paraguay	Export	1989	6	0	0
Argentina	Peru	Export	1989	323	0	0
Argentina	Uruguay	Export	1989	24	9	4
Argentina	Bolivia	Export	1990	146	0	0
Argentina	Brazil	Export	1990	1716	0	0
Argentina	Chile	Export	1990	0	0	217
Argentina	Paraguay	Export	1990	95	0	388
Argentina	Uruguay	Export	1990	50	20	57
Argentina	Bolivia	Export	1991	362	0	0
Argentina	Brazil	Export	1991	2295	0	21
Argentina	Chile	Export	1991	0	0	2482
Argentina	Paraguay	Export	1991	214	0	177
Argentina	SaudiArabia	Export	1991	0	0	20020
Argentina	Uruguay	Export	1991	803	0	42
Argentina	Bolivia	Export	1992	5443	0	90
Argentina	Brazil	Export	1992	2624	0	10
Argentina	Chile	Export	1992	0	0	3454
Argentina	Paraguay	Export	1992	804	0	292
Argentina	Spain	Export	1992	0	0	2
Argentina	Uruguay	Export	1992	597	0	10
Argentina	Bolivia	Export	1993	3068	0	0
Argentina	Brazil	Export	1993	3538	0	0
Argentina	Chile	Export	1993	0	0	2453
Argentina	Paraguay	Export	1993	4931	0	194
Argentina	SaudiArabia	Export	1993	0	0	66559
Argentina	Uruguay	Export	1993	101	0	93
Argentina	Bolivia	Export	1994	22681	0	0
Argentina	Brazil	Export	1994	25886	0	1
Argentina	Chile	Export	1994	0	0	555
Argentina	Paraguay	Export	1994	322374	0	100
Argentina	Peru	Export	1994	72	0	0
Argentina	UnitedStatesofAmerica	Export	1994	289	0	0
Argentina	Uruguay	Export	1994	54	0	0
Argentina	Bolivia	Export	1995	38737	33	0
Argentina	Brazil	Export	1995	85231	0	0
Argentina	Chile	Export	1995	0	0	61
Argentina	Paraguay	Export	1995	251530	0	114
Argentina	Peru	Export	1995	892	0	0
Argentina	Uruguay	Export	1995	0	0	3
Argentina	Bolivia	Export	1996	18214	0	151
Argentina	Brazil	Export	1996	7330	0	0
Argentina	Chile	Export	1996	0	0	34
Argentina	Paraguay	Export	1996	102168	0	0
Argentina	Peru	Export	1996	200	0	0
Argentina	Bolivia	Export	1997	30471	0	0
Argentina	Brazil	Export	1997	5563	0	0
Argentina	Chile	Export	1997	0	0	2
Argentina	Paraguay	Export	1997	85240	0	0
Argentina	Uruguay	Export	1997	0	168	0
Argentina	Bolivia	Export	1998	7361	0	0
Argentina	Brazil	Export	1998	1828	0	0
Argentina	Chile	Export	1998	116	0	4
Argentina	Paraguay	Export	1998	917	0	0
Argentina	Uruguay	Export	1998	0	1169	0
Argentina	Unspecified	Export	1999	21041	12854	0
Argentina	Bolivia	Export	2000	7493	0	0
Argentina	Brazil	Export	2000	6528	0	0
Argentina	Uruguay	Export	2000	0	0	100
Argentina	Bolivia	Export	2001	36	0	0
Argentina	Chile	Export	2002	0	0	3800
Argentina	Uruguay	Export	2002	0	10	0
Argentina	Bolivia	Export	2003	0	450	0
Argentina	Chile	Export	2003	0	0	10695
Argentina	Malaysia	Export	2003	1420	0	0
Argentina	Uruguay	Export	2003	0	0	3
Argentina	Bolivia	Export	2004	0	186	0
Argentina	Paraguay	Export	2004	1429	0	2
Argentina	SaudiArabia	Export	2004	0	0	35415
Argentina	Uruguay	Export	2004	0	0	102
Argentina	Paraguay	Export	2005	151	0	0
Argentina	Uruguay	Export	2005	11	26	0
Argentina	Venezuela	Export	2005	875	0	0
Argentina	Bolivia	Export	2006	25	33	0
Argentina	Paraguay	Export	2006	142	0	51
Argentina	Uruguay	Export	2006	0	68	8
Argentina	Venezuela	Export	2006	1736	0	0
Argentina	Bolivia	Export	2007	19	0	0
Argentina	Paraguay	Export	2007	439	0	141
Argentina	Venezuela	Export	2007	1492	0	0
Argentina	Bolivia	Export	2008	245	0	0
Argentina	Paraguay	Export	2008	1318	0	759
Argentina	Venezuela	Export	2008	10	0	0
Argentina	Bolivia	Export	2009	283	51	0
Argentina	Brazil	Export	2009	213	0	0
Argentina	Colombia	Export	2009	263	0	0
Argentina	Paraguay	Export	2009	2026	0	3
Argentina	Uruguay	Export	2009	0	40	13
Bolivia	Argentina	Import	1988	255	0	0
Bolivia	Brazil	Import	1988	256	0	0
Bolivia	Chile	Import	1988	5	58	0
Bolivia	Paraguay	Import	1988	63	0	0
Bolivia	UnitedStatesofAmerica	Import	1988	0	37	0
Bolivia	Uruguay	Import	1988	592	0	0
Bolivia	Argentina	Import	1989	109	0	0
Bolivia	Brazil	Import	1989	977	0	0
Bolivia	Argentina	Import	1990	8	0	0
Bolivia	Brazil	Import	1990	268	0	0
Bolivia	Chile	Import	1990	259	0	0
Bolivia	Sweden	Import	1990	98	0	0
Bolivia	Uruguay	Import	1990	111	0	0
Bolivia	Argentina	Import	1991	106	0	0
Bolivia	Brazil	Import	1991	229	0	0
Bolivia	Chile	Import	1991	29	0	0
Bolivia	Guinea-Bissau	Import	1991	57	0	0
Bolivia	Paraguay	Import	1991	59	0	0
Bolivia	Uruguay	Import	1991	40	0	0
Bolivia	Argentina	Import	1993	87	0	0
Bolivia	Botswana	Import	1993	34	0	0
Bolivia	Brazil	Import	1993	530	0	0
Bolivia	Canada	Import	1993	0	43	0
Bolivia	Chile	Import	1993	0	3	0
Bolivia	Netherlands	Import	1993	26	0	0
Bolivia	Peru	Import	1993	23	214	0
Bolivia	Argentina	Import	1994	573	0	0
Bolivia	Brazil	Import	1994	18	104	0
Bolivia	Chile	Import	1994	0	0	400
Bolivia	Paraguay	Import	1994	317	0	0
Bolivia	Peru	Import	1994	0	82	0
Bolivia	UnitedStatesofAmerica	Import	1994	23	0	0
Bolivia	Argentina	Import	1995	2123	33	0
Bolivia	Brazil	Import	1995	199	0	0
Bolivia	Chile	Import	1995	0	60	0
Bolivia	Argentina	Import	1996	1210	0	0
Bolivia	Brazil	Import	1996	70	0	0
Bolivia	Chile	Import	1996	18	38	0
Bolivia	Spain	Import	1996	25	0	0
Bolivia	Unspecified	Import	1996	7	0	0
Bolivia	Uruguay	Import	1996	89	0	0
Bolivia	Argentina	Import	1997	1451	0	0
Bolivia	Brazil	Import	1997	31	0	0
Bolivia	Chile	Import	1997	0	27	0
Bolivia	Paraguay	Import	1997	13	0	0
Bolivia	Uruguay	Import	1997	5	0	0
Bolivia	Argentina	Import	1998	200	0	0
Bolivia	Chile	Import	1998	0	496	0
Bolivia	Peru	Import	1998	2	20	0
Bolivia	Unspecified	Import	1998	2	0	0
Bolivia	Argentina	Import	1999	503	561	0
Bolivia	Brazil	Import	1999	968	0	0
Bolivia	Chile	Import	1999	0	293	0
Bolivia	CzechRepublic	Import	1999	0	1	0
Bolivia	Paraguay	Import	1999	311	0	0
Bolivia	Peru	Import	1999	10	0	0
Bolivia	UnitedStatesofAmerica	Import	1999	0	0	5
Bolivia	Uruguay	Import	1999	124	0	0
Bolivia	Argentina	Import	2000	677	455	0
Bolivia	Brazil	Import	2000	326	120	0
Bolivia	Chile	Import	2000	0	396	0
Bolivia	Paraguay	Import	2000	13	0	0
Bolivia	UnitedStatesofAmerica	Import	2000	0	0	22
Bolivia	Uruguay	Import	2000	59	0	0
Bolivia	Argentina	Import	2001	8	0	0
Bolivia	Brazil	Import	2001	200	63	137
Bolivia	Chile	Import	2001	0	200	0
Bolivia	Paraguay	Import	2001	103	0	0
Bolivia	Unspecified	Import	2001	7	0	0
Bolivia	Brazil	Import	2002	96	240	0
Bolivia	Chile	Import	2002	0	617	0
Bolivia	China	Import	2002	0	0	12
Bolivia	Argentina	Import	2003	0	336	0
Bolivia	Brazil	Import	2003	8	15	0
Bolivia	Chile	Import	2003	0	139	0
Bolivia	Paraguay	Import	2003	28	0	0
Bolivia	Peru	Import	2003	0	58	16
Bolivia	Argentina	Import	2004	0	190	0
Bolivia	Chile	Import	2004	0	1023	0
Bolivia	Chile	Import	2005	0	228	0
Bolivia	Peru	Import	2005	0	10	0
Bolivia	Argentina	Import	2006	25	73	0
Bolivia	Brazil	Import	2006	0	363	0
Bolivia	Chile	Import	2006	0	133	0
Bolivia	Peru	Import	2006	26	0	104
Bolivia	Uruguay	Import	2006	0	759	0
Bolivia	Argentina	Import	2007	35	0	0
Bolivia	Brazil	Import	2007	430	1107	0
Bolivia	Peru	Import	2007	2	0	11
Bolivia	Uruguay	Import	2007	0	179	0
Bolivia	Argentina	Import	2008	237	0	0
Bolivia	Brazil	Import	2008	716	452	0
Bolivia	Peru	Import	2008	0	0	31
Bolivia	Argentina	Import	2009	284	51	0
Bolivia	Brazil	Import	2009	0	537	0
Bolivia	Chile	Import	2009	0	206	0
Bolivia	Peru	Import	2009	2	0	118
Bolivia	Brazil	Export	1988	1097	0	0
Bolivia	Brazil	Export	1989	26315	0	0
Bolivia	Brazil	Export	1990	191339	0	0
Bolivia	Brazil	Export	1991	71484	0	0
Bolivia	Brazil	Export	1993	3000	0	0
Bolivia	Brazil	Export	1994	14808	0	0
Bolivia	Brazil	Export	1996	1996	0	0
Bolivia	Brazil	Export	1997	2300	0	0
Bolivia	Brazil	Export	1998	2300	0	0
Bolivia	Peru	Export	1998	1150	0	0
Bolivia	Brazil	Export	1999	2528	0	0
Bolivia	Brazil	Export	2000	718	0	0
Bolivia	Peru	Export	2000	134	0	0
Bolivia	Brazil	Export	2002	3101	0	0
Bolivia	Brazil	Export	2003	380	0	0
Bolivia	Ecuador	Export	2004	180	0	0
Brazil	Argentina	Import	1986	20	0	7
Brazil	Austria	Import	1986	10	0	0
Brazil	Bolivia	Import	1986	26456	0	0
Brazil	Canada	Import	1986	89	0	0
Brazil	France	Import	1986	41	0	0
Brazil	NewZealand	Import	1986	0	0	4
Brazil	Paraguay	Import	1986	1395	0	0
Brazil	Peru	Import	1986	0	0	3
Brazil	UnitedStatesofAmerica	Import	1986	442	25	0
Brazil	Uruguay	Import	1986	186	0	26
Brazil	Argentina	Import	1987	82	0	0
Brazil	Australia	Import	1987	0	0	32
Brazil	Bolivia	Import	1987	16550	0	0
Brazil	Canada	Import	1987	616	0	0
Brazil	France	Import	1987	10	0	0
Brazil	GermanyFr	Import	1987	4	0	0
Brazil	NewZealand	Import	1987	0	0	97
Brazil	Paraguay	Import	1987	3483	0	0
Brazil	UnitedKingdom	Import	1987	27	0	0
Brazil	UnitedStatesofAmerica	Import	1987	1057	0	60
Brazil	Uruguay	Import	1987	178	0	31
Brazil	Argentina	Import	1988	50	13	211
Brazil	Bolivia	Import	1988	520	0	0
Brazil	Canada	Import	1988	407	0	0
Brazil	France	Import	1988	0	0	20
Brazil	NewZealand	Import	1988	0	0	114
Brazil	Paraguay	Import	1988	4	0	0
Brazil	UnitedStatesofAmerica	Import	1988	359	0	175
Brazil	Uruguay	Import	1988	3288	0	14
Brazil	Argentina	Import	1990	1456	0	666
Brazil	Bolivia	Import	1990	79602	0	0
Brazil	Canada	Import	1990	1300	0	682
Brazil	France	Import	1990	71	0	219
Brazil	GermanyFr	Import	1990	22	0	0
Brazil	Italy	Import	1990	52	0	0
Brazil	Netherlands	Import	1990	5	0	433
Brazil	NewZealand	Import	1990	99	0	0
Brazil	Paraguay	Import	1990	28852	0	0
Brazil	UnitedKingdom	Import	1990	43	448	0
Brazil	UnitedStatesofAmerica	Import	1990	2449	189	4941
Brazil	Uruguay	Import	1990	11387	0	26423
Brazil	Argentina	Import	1991	3008	0	3
Brazil	Australia	Import	1991	0	0	1
Brazil	Bolivia	Import	1991	15358	0	0
Brazil	Canada	Import	1991	352	0	79
Brazil	France	Import	1991	26	0	26
Brazil	Germany	Import	1991	334	0	0
Brazil	Italy	Import	1991	9	0	0
Brazil	NewZealand	Import	1991	0	0	54
Brazil	Paraguay	Import	1991	6985	0	0
Brazil	UnitedKingdom	Import	1991	0	65	0
Brazil	UnitedStatesofAmerica	Import	1991	915	45	246
Brazil	Uruguay	Import	1991	2614	7	149
Brazil	Argentina	Import	1992	2619	0	10
Brazil	Austria	Import	1992	4	0	0
Brazil	Bolivia	Import	1992	1500	0	0
Brazil	Canada	Import	1992	742	0	5
Brazil	France	Import	1992	0	0	56
Brazil	Germany	Import	1992	93	83	0
Brazil	Paraguay	Import	1992	10011	0	0
Brazil	UnitedStatesofAmerica	Import	1992	593	0	13
Brazil	Uruguay	Import	1992	6708	0	2165
Brazil	Argentina	Import	1993	3983	0	0
Brazil	Australia	Import	1993	0	0	2
Brazil	Bolivia	Import	1993	860	0	0
Brazil	Canada	Import	1993	404	69	173
Brazil	France	Import	1993	660	0	51
Brazil	Germany	Import	1993	397	0	0
Brazil	Netherlands	Import	1993	59	0	0
Brazil	NewZealand	Import	1993	0	0	26
Brazil	Paraguay	Import	1993	38058	0	0
Brazil	UnitedKingdom	Import	1993	0	63	0
Brazil	UnitedStatesofAmerica	Import	1993	687	0	0
Brazil	Uruguay	Import	1993	33165	0	110305
Brazil	Argentina	Import	1994	11506	0	0
Brazil	Austria	Import	1994	143	0	0
Brazil	Belgium-Luxembourg	Import	1994	45	0	0
Brazil	Bolivia	Import	1994	1770	0	0
Brazil	Canada	Import	1994	357	0	116
Brazil	Denmark	Import	1994	15	0	0
Brazil	France	Import	1994	542	84	28
Brazil	Germany	Import	1994	1804	30	68
Brazil	Guyana	Import	1994	0	0	240
Brazil	NewZealand	Import	1994	0	0	1
Brazil	Paraguay	Import	1994	64320	0	0
Brazil	Switzerland	Import	1994	18	0	0
Brazil	UnitedKingdom	Import	1994	0	251	0
Brazil	UnitedStatesofAmerica	Import	1994	717	0	0
Brazil	Unspecified	Import	1994	269	0	0
Brazil	Uruguay	Import	1994	195593	0	144265
Brazil	Argentina	Import	1995	97308	0	0
Brazil	Austria	Import	1995	345	0	0
Brazil	Belgium-Luxembourg	Import	1995	85	0	0
Brazil	Bolivia	Import	1995	1508	0	0
Brazil	Canada	Import	1995	642	197	162
Brazil	Denmark	Import	1995	41	0	0
Brazil	France	Import	1995	193	2829	23
Brazil	Germany	Import	1995	920	0	30
Brazil	Guyana	Import	1995	40	0	200
Brazil	Hungary	Import	1995	70	0	0
Brazil	Netherlands	Import	1995	0	155	72
Brazil	Paraguay	Import	1995	48002	0	0
Brazil	Switzerland	Import	1995	4	0	0
Brazil	UnitedKingdom	Import	1995	0	767	0
Brazil	UnitedStatesofAmerica	Import	1995	966	0	19
Brazil	Uruguay	Import	1995	196791	0	61027
Brazil	Argentina	Import	1996	3193	0	0
Brazil	Belgium-Luxembourg	Import	1996	0	423	0
Brazil	Bolivia	Import	1996	8	0	0
Brazil	Canada	Import	1996	312	553	0
Brazil	Denmark	Import	1996	0	73	0
Brazil	France	Import	1996	32	425	0
Brazil	Germany	Import	1996	17	0	0
Brazil	Guyana	Import	1996	121	0	0
Brazil	Italy	Import	1996	41	0	0
Brazil	Mexico	Import	1996	6	0	0
Brazil	Paraguay	Import	1996	540	0	0
Brazil	Switzerland	Import	1996	5	0	0
Brazil	UnitedStatesofAmerica	Import	1996	256	0	0
Brazil	Unspecified	Import	1996	74	0	0
Brazil	Uruguay	Import	1996	50891	0	105814
Brazil	Argentina	Import	1997	1531	0	0
Brazil	Australia	Import	1997	0	0	0
Brazil	Bolivia	Import	1997	1	0	0
Brazil	Canada	Import	1997	80	279	0
Brazil	Chile	Import	1997	22	0	0
Brazil	Denmark	Import	1997	0	57	0
Brazil	France	Import	1997	0	418	0
Brazil	Netherlands	Import	1997	5	0	0
Brazil	Paraguay	Import	1997	37017	0	0
Brazil	UnitedStatesofAmerica	Import	1997	81	0	0
Brazil	Uruguay	Import	1997	14166	0	170365
Brazil	Argentina	Import	1998	509	0	0
Brazil	Bolivia	Import	1998	1	0	0
Brazil	Canada	Import	1998	150	1017	0
Brazil	Norway	Import	1998	0	55	0
Brazil	Paraguay	Import	1998	27946	0	0
Brazil	UnitedStatesofAmerica	Import	1998	45	0	0
Brazil	Uruguay	Import	1998	14528	0	95945
Brazil	Argentina	Import	1999	174	0	0
Brazil	Belgium-Luxembourg	Import	1999	0	550	0
Brazil	Bolivia	Import	1999	2	0	0
Brazil	Canada	Import	1999	45	25	0
Brazil	Colombia	Import	1999	8	0	0
Brazil	Denmark	Import	1999	0	82	0
Brazil	France	Import	1999	0	38	0
Brazil	Mexico	Import	1999	53	0	0
Brazil	Paraguay	Import	1999	15366	0	0
Brazil	UnitedStatesofAmerica	Import	1999	37	0	0
Brazil	Uruguay	Import	1999	4266	0	111084
Brazil	Argentina	Import	2000	4967	0	0
Brazil	Bolivia	Import	2000	1	0	0
Brazil	Canada	Import	2000	255	246	0
Brazil	NewZealand	Import	2000	0	0	4
Brazil	Paraguay	Import	2000	36701	0	0
Brazil	UnitedStatesofAmerica	Import	2000	159	42	0
Brazil	Uruguay	Import	2000	11694	0	175423
Brazil	Canada	Import	2001	135	0	0
Brazil	Denmark	Import	2001	0	35	0
Brazil	NewZealand	Import	2001	0	0	2
Brazil	UnitedStatesofAmerica	Import	2001	341	0	0
Brazil	Uruguay	Import	2001	10529	0	29688
Brazil	Canada	Import	2002	60	1313	0
Brazil	NewZealand	Import	2002	0	0	4
Brazil	Paraguay	Import	2002	38428	0	0
Brazil	UnitedStatesofAmerica	Import	2002	62	55	0
Brazil	Australia	Import	2003	0	0	41
Brazil	Canada	Import	2003	23	652	0
Brazil	UnitedStatesofAmerica	Import	2003	453	0	0
Brazil	Uruguay	Import	2003	0	0	8
Brazil	Australia	Import	2004	0	0	136
Brazil	Chile	Import	2004	0	0	8
Brazil	Denmark	Import	2004	0	42	0
Brazil	NewZealand	Import	2004	0	0	13
Brazil	UnitedStatesofAmerica	Import	2004	0	82	0
Brazil	Uruguay	Import	2004	709	0	90
Brazil	Australia	Import	2005	27	0	28
Brazil	Canada	Import	2005	0	915	0
Brazil	Uruguay	Import	2005	1159	0	749
Brazil	Australia	Import	2006	0	0	15
Brazil	Canada	Import	2006	0	30	0
Brazil	Denmark	Import	2006	0	43	0
Brazil	Netherlands	Import	2006	0	142	0
Brazil	NewZealand	Import	2006	2	0	0
Brazil	Paraguay	Import	2006	93	0	0
Brazil	Uruguay	Import	2006	1494	0	778
Brazil	Australia	Import	2007	0	0	28
Brazil	Canada	Import	2007	0	129	0
Brazil	Denmark	Import	2007	0	30	0
Brazil	Netherlands	Import	2007	0	80	0
Brazil	Paraguay	Import	2007	167	0	0
Brazil	Uruguay	Import	2007	9987	0	37349
Brazil	Australia	Import	2008	3	0	52
Brazil	Canada	Import	2008	0	174	0
Brazil	Denmark	Import	2008	0	35	0
Brazil	UnitedStatesofAmerica	Import	2008	0	350	0
Brazil	Uruguay	Import	2008	69538	0	13105
Brazil	Argentina	Import	2009	213	0	0
Brazil	Belgium	Import	2009	0	49	0
Brazil	Canada	Import	2009	0	81	0
Brazil	Denmark	Import	2009	0	43	0
Brazil	Netherlands	Import	2009	0	76	0
Brazil	NewZealand	Import	2009	0	0	7
Brazil	Uruguay	Import	2009	54063	0	29285
Brazil	Argentina	Export	1986	2	0	0
Brazil	Bolivia	Export	1986	128	0	0
Brazil	Paraguay	Export	1987	0	122	0
Brazil	Peru	Export	1987	982	0	0
Brazil	Argentina	Export	1988	6	0	0
Brazil	Bolivia	Export	1988	151	0	0
Brazil	Paraguay	Export	1988	5	0	0
Brazil	Peru	Export	1988	2643	0	0
Brazil	Thailand	Export	1988	345	0	0
Brazil	Uruguay	Export	1988	71	0	29
Brazil	Argentina	Export	1989	2	11	0
Brazil	Bolivia	Export	1989	460	0	0
Brazil	Ecuador	Export	1989	60	0	0
Brazil	Paraguay	Export	1989	0	0	104
Brazil	Peru	Export	1989	928	0	0
Brazil	Thailand	Export	1989	445	0	0
Brazil	Uruguay	Export	1989	18	0	51
Brazil	Bolivia	Export	1990	45	0	0
Brazil	Paraguay	Export	1990	0	0	93
Brazil	Peru	Export	1990	163	0	0
Brazil	Thailand	Export	1990	550	0	0
Brazil	Uruguay	Export	1990	0	325	0
Brazil	Argentina	Export	1991	0	298	0
Brazil	Ecuador	Export	1991	130	0	0
Brazil	Paraguay	Export	1991	0	9	79
Brazil	Thailand	Export	1991	1493	0	0
Brazil	Uruguay	Export	1991	82	78	2
Brazil	Argentina	Export	1992	0	1675	0
Brazil	Bolivia	Export	1992	121	0	0
Brazil	Malaysia	Export	1992	1018	0	0
Brazil	Paraguay	Export	1992	11	0	120
Brazil	Thailand	Export	1992	16	0	0
